CellReference,OS_ID,Prolific_ID,Age,GenderWORD,GenderNUM,Occupation,HighestEducationLevelTEXT,OtherIfApplicable,HighestEducationLevelTEXT2,HighestEducationLevelNUM,CompExpertiseText,CompExpertiseNUM,GEN_ATTITUDE_REVERSED,NR1,NR2,NR3,NR4,NR5,NR6,NR7,NR8,NR9,NR10,NR11,NR12,NR13,NR14,NR15,NR16,PR1,PR2,PR3,PR4,PR5,PR6,PR7,PR8,PR9,PR10,PR11,PR12,PR13,PR14,PR15,PR16,GENERALATTUNREVERSED,N9,N13,P13,N14,N15,P14,N16,P15,P16,P9,P10,N10,N11,P11,N12,P12,N1,P5,N5,P6,N6,P7,N7,N8,P8,P1,N2,P2,N3,P3,N4,P4,COMFORTABLENESS,Scom1,Scom2,Scom3,Scom4,Scom5,Scom6,Scom7,Scom8,Scom9,Scom10,Scom11,Scom12,Scom13,Scom14,Scom15,Scom16,Scom17,Scom18,Scom19,Scom20,Scom21,Scom22,Scom23,Scom24,Scom25,Scom26,Scom27,Scom28,Scom29,Scom30,Scom31,Scom32,Scom33,Scom34,Scom35,Scom36,Scom37,Scom38,Scom39,Scom40,Scom41,Scom42,CAPABILITY,Scap1,Scap2,Scap3,Scap4,Scap5,Scap6,Scap7,Scap8,Scap9,Scap10,Scap11,Scap12,Scap13,Scap14,Scap15,Scap16,Scap17,Scap18,Scap19,Scap20,Scap21,Scap22,Scap23,Scap24,Scap25,Scap26,Scap27,Scap28,Scap29,Scap30,Scap31,Scap32,Scap33,Scap34,Scap35,Scap36,Scap37,Scap38,Scap39,Scap40,Scap41,Scap42,TECHREADYUNREVERSED,TR1,TR2,TR3,TR4,TR5,TR6,TR7,TR8,TR9,TR10,TR11,TR12,TR13,TR14,TR15,TR16,TR17,TR18,TECHREADYREVERSED,TR1Innov,TR2Innov,TR3Innov,TR4Innov,TR5Opt,TR6Opt,TR7Opt,TR8Opt,TR9Discomf,TR10Discomf,TR11Discomf,TR12Discomf,TR13Insec,TR14Insec,TR15Insec,TR16Insec,TR17Insec,TR18Insec,END_TRI_REV,OpenComments,StartDate,CompletionDate,OVERALLS_Hereafter,PosGENATT,NegGENATT,ComfAIbigDataAutomation,ComfAIHumanJudg,CapAIforBigData,CapAIHumanJudg,TRI_INNOV,TRI_OPT,TRI_DISCOMF,TRI_INSEC
87,475005-474996-46948758,removed_to_protect_anonymity,32,Male,0,Armed security,A-level or equivalent,NA,A-level or equivalent,3,"User of specialist applications but not an IT specialist,Average computer user, using the internet, standard applications etc.",3.5, ,5,4,4,3,3,2,2,4,4,2,3,2,3,3,4,5,4,2,1,3,2,4,4,3,4,4,4,4,3,2,3,1, ,2,3,3,3,2,2,1,3,1,4,4,4,3,4,4,4,1,2,3,4,4,4,4,2,3,4,2,2,2,1,3,3, ,3,1,5,5,3,4,5,1,3,2,5,4,2,4,1,4,4,1,3,2,4,2,4,1,5,5,4,2,3,1,4,3,3,1,1,1,2,1,5,4,3,4, ,2,1,5,4,2,2,4,1,3,1,4,4,4,5,1,4,2,3,3,1,5,3,2,3,3,4,4,2,4,3,5,3,3,1,1,1,2,2,5,4,1,4, ,3,4,3,4,4,3,2,2,2,3,3,3,2,2,4,4,4,4, ,3,4,3,4,4,3,2,2,4,3,3,3,4,4,2,2,2,2, , ,2019-05-09 10:09:28 UTC,2019-05-09 10:32:46 UTC, ,3.25,3.25,4,2.1,3.625,1.92307692307692,3.5,2.75,3.25,2.666666667
88,475005-474996-46947815,removed_to_protect_anonymity,30,Female,1,Event manager,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,User of specialist applications but not an IT specialist,4, ,2,5,2,3,2,4,3,3,3,2,3,1,1,1,4,2,2,1,2,4,2,4,5,4,4,5,5,3,4,3,4,2, ,3,5,4,5,2,3,4,4,2,4,5,4,3,5,5,3,4,2,4,4,2,5,3,3,4,2,1,1,4,2,3,4, ,4,2,4,4,5,3,4,4,5,5,5,5,4,4,1,4,4,2,4,3,5,2,4,4,5,4,4,4,5,4,4,5,3,1,2,4,2,3,5,3,2,4, ,3,3,4,3,4,2,4,4,4,4,3,5,3,5,2,5,3,3,4,3,5,2,3,5,4,5,5,3,4,3,3,4,3,2,3,5,2,3,4,5,3,4, ,4,5,5,5,4,5,5,5,2,3,1,3,1,1,4,4,3,5, ,4,5,5,5,4,5,5,5,4,3,5,3,5,5,2,2,3,1, , ,2019-05-09 09:54:13 UTC,2019-05-09 10:32:59 UTC, ,3.75,2.25,4.23076923076923,3.1,4.125,2.69230769230769,4.75,4.75,3.75,3
89,475005-474996-46950167,removed_to_protect_anonymity,48,male,0,bank manager,A-level or equivalent,NA,A-level or equivalent,3,"Average computer user, using the internet, standard applications etc.",3, ,2,2,3,5,4,3,5,4,4,3,4,4,5,4,1,4,2,2,4,5,4,5,3,4,4,5,5,3,4,4,3,3, ,2,1,4,2,5,4,2,3,3,4,5,3,2,5,2,3,4,4,2,5,3,3,1,2,4,2,4,2,3,4,1,5, ,5,2,4,4,3,4,4,3,5,4,5,4,3,5,2,4,5,1,4,2,5,3,5,4,5,5,4,3,4,2,5,4,3,2,4,2,3,4,5,5,3,4, ,3,2,4,2,2,4,5,4,4,3,3,4,2,5,2,5,4,2,2,2,5,1,3,5,5,5,5,3,4,2,5,4,3,1,4,2,3,2,5,5,3,4, ,2,4,4,3,5,4,4,3,5,4,5,3,2,1,2,2,1,3, ,2,4,4,3,5,4,4,3,1,2,1,3,4,5,4,4,5,3, , ,2019-05-09 10:30:36 UTC,2019-05-09 10:49:21 UTC, ,4,3.875,4.30769230769231,3,4.25,2.53846153846154,3.25,4,1.75,4.166666667
90,475005-474996-46948304,removed_to_protect_anonymity,26,Female,1,Receptionist,GCSE or equivalent,NA,GCSE or equivalent,2,User of specialist applications but not an IT specialist,4, ,2,4,2,5,4,4,2,2,2,3,4,2,3,4,3,4,4,4,2,5,5,5,4,5,5,5,4,3,4,3,5,1, ,4,3,4,2,3,3,2,5,1,5,5,3,2,4,4,3,4,5,2,5,2,4,4,4,5,4,2,4,4,2,1,5, ,4,1,5,2,1,3,5,4,4,5,3,2,5,5,1,5,3,1,2,1,5,4,4,5,5,5,2,4,4,2,4,5,5,1,1,3,1,1,5,5,3,5, ,3,1,5,5,1,2,4,3,2,4,2,2,3,4,1,5,1,4,2,1,5,3,1,4,3,5,5,3,4,1,5,3,4,1,2,3,1,1,5,4,1,4, ,4,5,5,5,4,5,4,5,4,4,4,4,3,2,3,1,1,2, ,4,5,5,5,4,5,4,5,2,2,2,2,3,4,3,5,5,4, ,N/A,2019-05-09 10:02:36 UTC,2019-05-09 10:51:36 UTC, ,4.416666667,3.375,4.23076923076923,2.9,4.125,2.07692307692308,4.75,4.5,2,4
91,475005-474996-46952168,removed_to_protect_anonymity,57,FEMALE,1,Clerk,GCSE or equivalent,NA,GCSE or equivalent,2,"Average computer user, using the internet, standard applications etc.",3, ,2,1,3,1,3,2,2,3,2,5,4,1,2,2,2,4,2,3,1,3,1,2,2,2,1,2,5,2,3,2,2,1, ,4,4,3,4,4,2,2,2,1,1,2,1,2,5,5,2,4,1,3,2,4,2,4,3,2,2,5,3,3,1,5,3, ,3,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,3,2,3,1,2,2,1,1,1,3,2,1,1,2,1,1,3,1,1,1, ,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,3,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,3, ,2,3,4,3,4,3,3,4,4,5,4,5,3,5,5,4,4,4, ,2,3,4,3,4,3,3,4,2,1,2,1,3,1,1,2,2,2, ,Na,2019-05-09 11:00:23 UTC,2019-05-09 11:15:53 UTC, ,2.166666667,2.625,1.61538461538462,1.3,1.5,1.07692307692308,3,3.5,1.5,1.833333333
92,450302-450293-46910553,removed_to_protect_anonymity,36,Female,1,Cleaner,A-level or equivalent,NA,A-level or equivalent,3,"Average computer user, using the internet, standard applications etc.",3, ,1,1,3,3,3,3,2,3,4,1,2,1,2,2,3,2,2,1,2,3,3,4,3,3,3,4,4,4,3,1,1,1, ,2,4,3,4,3,1,4,1,1,3,4,5,4,4,5,4,5,3,3,4,3,3,4,3,3,2,5,1,3,2,3,3, ,4,1,5,4,1,1,5,1,3,3,5,5,1,5,1,5,3,1,3,2,5,1,3,5,5,5,5,2,5,1,5,5,4,1,1,4,2,1,5,5,1,5, ,2,1,5,3,1,1,5,2,4,3,3,5,1,5,3,5,1,1,3,2,5,3,1,5,3,5,5,3,4,1,5,5,4,1,1,4,3,1,5,5,1,5, ,1,2,1,1,3,1,1,4,3,5,5,1,1,1,4,1,5,4, ,1,2,1,1,3,1,1,4,3,1,1,5,5,5,2,5,1,2, , ,2019-05-08 11:26:41 UTC,2019-05-08 11:39:36 UTC, ,2.916666667,2.125,4.92307692307692,1.8,4.375,2,1.25,2.25,2.5,3.333333333
93,450302-450293-46910386,removed_to_protect_anonymity,49,Female,1,Online Retailer,GCSE or equivalent,NA,GCSE or equivalent,2,"Average computer user, using the internet, standard applications etc.",3, ,2,4,4,5,4,5,3,4,4,4,3,1,5,4,2,5,4,4,3,5,4,5,5,4,2,5,4,4,3,4,3,2, ,2,1,3,2,4,4,1,3,2,2,5,2,3,4,5,4,4,4,2,5,1,5,3,2,4,4,2,4,2,3,1,5, ,2,1,5,3,4,2,4,5,3,4,5,5,4,3,2,5,5,1,4,4,5,1,5,5,4,3,4,2,4,5,5,5,4,4,2,4,4,3,5,5,4,5, ,3,2,5,4,1,2,2,3,3,2,4,5,4,4,1,4,3,2,2,3,5,2,5,5,2,5,4,2,3,3,5,4,4,2,3,2,2,2,5,5,1,5, ,2,2,1,4,4,5,5,3,4,2,2,4,2,1,3,3,2,4, ,2,2,1,4,4,5,5,3,2,4,4,2,4,5,3,3,4,2, , ,2019-05-08 11:23:48 UTC,2019-05-08 11:46:38 UTC, ,3.916666667,3.875,4.53846153846154,3.3,3.75,2.46153846153846,2.25,4.25,3,3.5
94,450302-450293-46909758,removed_to_protect_anonymity,34,male,0,Warehouse Clerk,Master’s degree or equivalent,NA,Master’s degree or equivalent,5,User of specialist applications but not an IT specialist,4, ,4,3,2,4,2,2,1,4,4,1,2,3,2,4,2,3,4,2,3,4,2,4,4,4,4,4,4,3,4,3,2,2, ,2,4,4,2,4,3,3,2,2,4,4,5,4,4,3,3,2,2,4,4,4,4,5,2,4,4,3,2,4,3,2,4, ,4,3,4,3,2,3,2,2,4,4,4,4,3,3,2,4,4,1,4,4,4,3,4,3,4,4,3,3,3,3,5,4,3,3,3,4,3,3,5,4,3,4, ,4,2,4,4,1,3,3,2,3,4,5,4,3,3,2,4,5,3,2,3,5,2,2,4,3,4,5,2,2,2,5,4,3,2,2,3,2,2,4,4,3,4, ,3,5,4,5,4,5,4,4,3,3,2,3,2,2,3,3,3,3, ,3,5,4,5,4,5,4,4,3,3,4,3,4,4,3,3,3,3, ,"nice survey, more of them like that",2019-05-08 11:14:15 UTC,2019-05-08 11:33:52 UTC, ,3.583333333,2.5,3.61538461538462,3.1,4,2.46153846153846,4.25,4.25,3.25,3.333333333
95,450302-450293-46910568,removed_to_protect_anonymity,39,Male,0,Software Engineer,A-level or equivalent,NA,A-level or equivalent,3,Considerable IT expertise short of full professional qualifications,5, ,2,3,4,3,3,3,2,2,1,2,2,1,2,2,1,3,4,4,4,4,3,5,4,4,4,4,4,3,4,2,4,1, ,5,4,4,4,5,2,3,4,1,4,4,4,4,4,5,3,4,3,3,5,3,4,4,4,4,4,3,4,2,4,3,4, ,4,4,4,3,4,4,4,4,4,4,4,5,3,2,4,4,2,1,3,3,4,4,5,2,5,4,4,4,5,5,5,5,3,2,4,2,4,3,5,5,2,5, ,4,2,4,4,2,4,4,4,4,4,4,5,2,4,3,4,1,4,3,3,4,4,1,4,4,5,5,4,5,3,5,5,4,1,3,1,4,2,5,5,3,4, ,2,5,4,3,3,5,5,5,2,1,1,1,2,2,3,3,5,4, ,2,5,4,3,3,5,5,5,4,5,5,5,4,4,3,3,1,2, , ,2019-05-08 11:27:06 UTC,2019-05-08 11:47:52 UTC, ,4,2.375,4.15384615384615,3.4,4.375,3.30769230769231,3.5,4.5,4.75,2.833333333
96,450302-450293-46910415,removed_to_protect_anonymity,36,female,1,transport coordinator,Master’s degree or equivalent,NA,Master’s degree or equivalent,5,"Average computer user, using the internet, standard applications etc.",3, ,2,5,3,5,3,3,2,3,4,2,1,2,4,5,1,5,3,1,2,5,4,5,4,5,5,5,5,4,5,3,4,3, ,2,2,5,1,5,3,1,4,3,5,5,4,5,5,4,4,4,4,3,5,3,4,4,3,5,3,1,1,3,2,1,5, ,3,1,5,1,2,2,5,2,4,4,5,5,3,4,2,5,5,1,4,4,5,3,5,3,5,5,5,4,5,5,5,5,5,3,2,3,4,1,5,5,5,5, ,2,1,5,2,2,2,4,2,3,3,4,2,2,2,1,4,1,1,2,3,3,3,2,4,3,5,5,2,4,2,5,4,5,2,2,3,2,1,5,4,3,5, ,3,3,4,4,4,5,5,5,1,3,2,1,1,1,4,1,1,1, ,3,3,4,4,4,5,5,5,5,3,4,5,5,5,2,5,5,5, , ,2019-05-08 11:24:26 UTC,2019-05-08 11:43:48 UTC, ,4.333333333,3.125,4.92307692307692,3.2,4.25,2,3.5,4.75,4.25,4.5
97,450302-450293-46908547,removed_to_protect_anonymity,24,Male,0,IT Technician,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,Professionally qualified computer scientist or IT specialist,6, ,3,3,2,4,2,2,3,3,4,2,2,2,5,5,4,4,3,3,2,3,4,5,4,5,5,5,5,5,5,5,5,5, ,2,1,5,1,2,5,2,5,5,5,5,4,4,5,4,5,3,4,4,5,4,4,3,3,5,3,3,3,4,2,2,3, ,4,2,4,2,3,5,4,4,4,5,3,4,5,4,4,5,3,1,5,3,5,4,4,4,5,5,5,5,4,3,4,5,4,2,4,5,4,2,5,5,5,4, ,2,1,4,5,1,5,5,5,5,5,3,5,5,3,2,5,3,4,5,1,5,4,2,4,1,5,5,1,4,1,1,5,5,1,4,5,1,1,5,4,1,4, ,4,5,5,5,5,4,5,5,2,4,1,4,1,1,1,2,5,5, ,4,5,5,5,5,4,5,5,4,2,5,2,5,5,5,4,1,1, ,Really enjoyed this survey! I think AI is the future and will help us achieve alot,2019-05-08 11:00:41 UTC,2019-05-08 11:17:04 UTC, ,4.25,3.25,4.30769230769231,4.2,4.625,2.53846153846154,4.75,4.75,3.25,3.5
98,450302-450293-46910506,removed_to_protect_anonymity,41,Male,0,assistant manager,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,"Average computer user, using the internet, standard applications etc.",3, ,2,3,1,2,2,2,1,2,4,1,1,1,1,2,1,3,4,2,2,4,1,4,3,3,3,4,4,5,4,3,4,1, ,2,5,4,4,5,3,3,4,1,3,4,5,5,4,5,5,4,1,4,4,4,3,5,4,3,4,3,2,5,2,4,4, ,1,1,4,1,5,2,3,1,2,3,5,4,4,2,1,4,3,1,4,2,5,3,3,1,4,4,4,1,1,1,5,4,1,1,2,4,1,1,5,4,1,4, ,1,1,5,2,3,1,2,1,1,3,5,4,1,2,1,4,1,1,1,1,5,1,1,3,1,5,5,1,1,1,5,3,1,1,3,1,1,1,5,3,1,3, ,1,3,1,1,3,4,1,1,5,5,5,5,3,1,5,5,3,5, ,1,3,1,1,3,4,1,1,1,1,1,1,3,5,1,1,3,1, , ,2019-05-08 11:26:00 UTC,2019-05-08 11:41:25 UTC, ,3.333333333,1.75,3.53846153846154,2.2,3.5,1.23076923076923,1.5,2.25,1,2.333333333
99,450302-450293-46910668,removed_to_protect_anonymity,27,Female,1,Commercial Assistant,GCSE or equivalent,NA,GCSE or equivalent,2,User of specialist applications but not an IT specialist,4, ,5,5,5,5,3,3,3,4,4,3,5,2,5,3,1,5,3,3,3,5,3,5,4,4,5,5,5,3,5,4,5,4, ,2,1,5,3,5,4,1,5,4,5,5,3,1,5,4,3,1,3,3,5,3,4,3,2,4,3,1,3,1,3,1,5, ,5,1,5,4,5,1,5,4,5,5,3,5,5,5,1,5,5,5,5,1,5,2,5,3,5,5,5,1,4,4,5,5,5,3,2,5,1,3,5,5,1,5, ,2,1,5,2,1,3,5,3,3,5,3,5,3,5,2,4,1,5,5,2,5,3,3,5,4,5,5,2,3,4,5,5,5,2,4,4,1,2,5,5,1,5, ,5,5,5,5,5,5,5,5,4,2,3,1,2,2,4,3,3,4, ,5,5,5,5,5,5,5,5,2,4,3,5,4,4,2,3,3,2, , ,2019-05-08 11:28:35 UTC,2019-05-08 11:48:11 UTC, ,4.333333333,4,4.76923076923077,2.6,4.625,2.46153846153846,5,5,3.5,3
